granularity,year,province,province_lat,province_lng,region,county,farm_id,beekeeping_mode,bee_colonies_10k,honey_production_tonnes,yield_kg_per_colony,beekeeper_households,colonies_per_household,nectar_source_score,pesticide_risk_score,dominant_nectar_source,data_source
county_year,2023,浙江,30.2741,120.1551,华东,新昌,,定地中蜂,2.32,492.3,21.2,860,27.0,8,3,紫云英,county_simulation
county_year,2024,浙江,30.2741,120.1551,华东,新昌,,大转地意蜂,2.04,1047.3,51.3,716,28.5,2,7,龙眼,county_simulation
county_year,2025,浙江,30.2741,120.1551,华东,新昌,,小转地,2.24,1291.2,57.6,1039,21.6,2,10,龙眼,county_simulation
county_year,2016,浙江,30.2741,120.1551,华东,江山,,大转地意蜂,8.12,4363.1,53.7,2767,29.3,2,7,龙眼,county_simulation
county_year,2017,浙江,30.2741,120.1551,华东,江山,,大转地意蜂,7.43,2847.3,38.3,4018,18.5,9,4,荆条,county_simulation
county_year,2018,浙江,30.2741,120.1551,华东,江山,,定地中蜂,7.02,1802.6,25.7,3364,20.9,10,4,枣树,county_simulation
county_year,2019,浙江,30.2741,120.1551,华东,江山,,定地中蜂,7.61,3438.1,45.2,2644,28.8,5,1,刺槐,county_simulation
county_year,2020,浙江,30.2741,120.1551,华东,江山,,大转地意蜂,7.61,3430.0,45.1,3248,23.4,8,9,向日葵,county_simulation
county_year,2021,浙江,30.2741,120.1551,华东,江山,,大转地意蜂,7.87,3022.7,38.4,3359,23.4,4,8,刺槐,county_simulation
county_year,2022,浙江,30.2741,120.1551,华东,江山,,大转地意蜂,7.38,2540.1,34.4,2564,28.8,2,3,荔枝,county_simulation
county_year,2023,浙江,30.2741,120.1551,华东,江山,,小转地,7.3,2009.3,27.5,3691,19.8,9,1,荔枝,county_simulation
county_year,2024,浙江,30.2741,120.1551,华东,江山,,定地中蜂,7.76,5167.1,66.6,2963,26.2,6,7,椴树,county_simulation
county_year,2025,浙江,30.2741,120.1551,华东,江山,,大转地意蜂,8.53,2512.3,29.5,4671,18.3,4,9,龙眼,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,呈贡,,定地中蜂,2.64,958.7,36.3,1025,25.8,8,5,柑橘,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,呈贡,,定地意蜂,2.74,783.3,28.6,997,27.5,4,8,龙眼,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,呈贡,,定地意蜂,2.45,548.0,22.4,899,27.2,5,8,荆条,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,呈贡,,小转地,2.6,1215.9,46.8,1304,19.9,3,3,荆条,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,呈贡,,小转地,2.65,949.5,35.8,1432,18.5,8,5,龙眼,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,呈贡,,定地意蜂,2.62,569.4,21.7,1058,24.7,6,3,龙眼,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,呈贡,,大转地意蜂,2.68,1251.1,46.7,902,29.7,1,7,椴树,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,呈贡,,小转地,2.86,1898.8,66.4,973,29.4,1,9,向日葵,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,呈贡,,定地意蜂,2.65,1157.9,43.7,1001,26.5,10,3,柑橘,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,呈贡,,大转地意蜂,2.96,1093.3,36.9,1018,29.1,8,1,荆条,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,晋宁,,小转地,4.34,2208.0,50.9,2371,18.3,8,6,刺槐,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,晋宁,,小转地,4.13,1229.0,29.8,1632,25.3,5,4,油菜,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,晋宁,,大转地意蜂,4.25,2288.8,53.9,1507,28.2,9,7,枣树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,晋宁,,大转地意蜂,4.08,1859.6,45.6,1616,25.2,6,7,荆条,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,晋宁,,大转地意蜂,4.12,1619.4,39.3,1781,23.1,5,6,龙眼,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,晋宁,,小转地,4.12,1979.7,48.1,1764,23.3,8,7,椴树,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,晋宁,,定地中蜂,4.1,2809.2,68.5,1481,27.7,7,3,柑橘,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,晋宁,,定地意蜂,4.32,1519.0,35.2,2190,19.7,2,10,紫云英,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,晋宁,,定地中蜂,3.88,2550.0,65.7,1693,22.9,3,9,椴树,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,晋宁,,小转地,4.59,1232.2,26.8,1696,27.1,7,5,向日葵,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,安宁,,定地中蜂,2.72,1339.9,49.3,1257,21.6,9,8,枣树,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,安宁,,定地中蜂,3.25,1076.9,33.1,1802,18.0,2,5,紫云英,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,安宁,,大转地意蜂,3.14,1640.3,52.2,1087,28.9,2,5,椴树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,安宁,,定地中蜂,2.96,1695.4,57.3,1574,18.8,10,7,荔枝,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,安宁,,大转地意蜂,3.08,1685.1,54.7,1298,23.7,6,9,柑橘,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,安宁,,小转地,3.03,1487.2,49.1,1435,21.1,6,8,荆条,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,安宁,,定地意蜂,3.09,1176.0,38.1,1658,18.6,1,5,荔枝,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,安宁,,小转地,3.19,1457.6,45.7,1091,29.2,2,10,荆条,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,安宁,,定地意蜂,3.24,1987.5,61.3,1138,28.5,5,6,刺槐,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,安宁,,小转地,3.27,889.0,27.2,1471,22.2,9,5,龙眼,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,富民,,小转地,4.59,1292.2,28.2,1579,29.1,3,9,枣树,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,富民,,大转地意蜂,4.26,2041.9,47.9,1546,27.5,7,8,刺槐,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,富民,,定地意蜂,4.8,1001.7,20.9,2452,19.6,5,6,荆条,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,富民,,定地意蜂,4.54,2264.7,49.9,1583,28.7,3,5,油菜,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,富民,,小转地,4.68,1237.2,26.4,2409,19.4,4,5,荆条,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,富民,,大转地意蜂,4.65,1917.7,41.2,1561,29.8,2,1,椴树,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,富民,,大转地意蜂,4.92,1249.2,25.4,2657,18.5,8,2,荔枝,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,富民,,大转地意蜂,4.44,910.8,20.5,2053,21.6,2,10,枣树,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,富民,,大转地意蜂,4.97,2660.4,53.5,2436,20.4,2,3,荔枝,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,富民,,小转地,5.54,1552.7,28.0,2498,22.2,9,10,刺槐,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,宜良,,小转地,0.86,265.3,30.8,473,18.2,5,3,向日葵,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,宜良,,定地中蜂,0.97,642.3,66.2,363,26.7,6,10,荆条,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,宜良,,定地意蜂,0.91,264.3,29.0,308,29.5,7,7,枣树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,宜良,,定地意蜂,0.91,528.4,58.1,397,22.9,2,8,刺槐,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,宜良,,定地意蜂,0.92,350.2,38.1,384,23.9,9,1,刺槐,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,宜良,,定地意蜂,0.92,314.5,34.2,474,19.4,8,4,向日葵,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,宜良,,大转地意蜂,0.93,385.0,41.4,311,29.8,8,6,荆条,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,宜良,,定地中蜂,0.86,461.0,53.6,329,26.1,8,9,刺槐,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,宜良,,大转地意蜂,0.87,476.3,54.8,382,22.7,3,2,龙眼,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,宜良,,定地中蜂,1.09,542.3,49.7,494,22.1,2,4,紫云英,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,石林,,定地意蜂,4.44,2179.9,49.1,1671,26.6,7,6,椴树,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,石林,,定地意蜂,4.12,2858.3,69.4,1401,29.4,3,8,刺槐,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,石林,,小转地,4.49,1416.2,31.5,1880,23.9,1,2,油菜,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,石林,,小转地,4.25,906.8,21.3,1772,24.0,7,10,龙眼,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,石林,,大转地意蜂,4.38,1087.0,24.8,1720,25.5,9,8,椴树,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,石林,,定地意蜂,4.35,1936.3,44.5,1676,25.9,9,6,向日葵,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,石林,,定地中蜂,4.5,971.1,21.6,1529,29.4,2,7,椴树,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,石林,,大转地意蜂,4.37,1878.3,43.0,1940,22.5,3,9,荔枝,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,石林,,定地意蜂,4.96,2060.1,41.5,2483,20.0,7,8,刺槐,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,石林,,定地中蜂,4.69,2236.6,47.7,1963,23.9,8,9,荆条,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,嵩明,,定地意蜂,3.13,2145.4,68.5,1307,23.9,5,6,油菜,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,嵩明,,定地意蜂,3.35,2071.9,61.8,1806,18.5,10,1,龙眼,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,嵩明,,定地中蜂,3.16,2199.3,69.6,1365,23.1,6,1,枣树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,嵩明,,大转地意蜂,3.19,1583.1,49.6,1237,25.8,5,2,龙眼,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,嵩明,,定地中蜂,3.17,693.2,21.9,1295,24.5,10,9,紫云英,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,嵩明,,定地意蜂,3.16,1561.0,49.4,1199,26.4,7,10,紫云英,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,嵩明,,小转地,3.17,1408.0,44.4,1653,19.2,6,8,向日葵,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,嵩明,,定地意蜂,3.45,977.4,28.3,1326,26.0,6,7,枣树,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,嵩明,,小转地,3.3,1958.8,59.4,1171,28.2,5,5,油菜,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,嵩明,,大转地意蜂,3.14,1891.2,60.2,1261,24.9,10,2,柑橘,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,禄劝,,小转地,2.38,1041.6,43.8,861,27.6,6,2,荔枝,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,禄劝,,定地意蜂,2.16,1148.5,53.2,1000,21.6,4,7,紫云英,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,禄劝,,小转地,2.26,1210.9,53.6,934,24.2,1,9,荆条,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,禄劝,,定地中蜂,2.2,1498.3,68.1,1070,20.6,5,9,柑橘,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,禄劝,,大转地意蜂,2.23,1488.1,66.7,772,28.9,9,4,龙眼,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,禄劝,,定地意蜂,2.25,1289.7,57.3,1077,20.9,7,7,龙眼,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,禄劝,,定地中蜂,2.37,1225.2,51.7,819,28.9,5,5,荆条,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,禄劝,,大转地意蜂,2.2,886.5,40.3,872,25.2,3,4,油菜,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,禄劝,,定地中蜂,2.19,946.3,43.2,784,27.9,7,1,枣树,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,禄劝,,定地意蜂,2.12,697.9,32.9,1079,19.6,9,3,油菜,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,寻甸,,大转地意蜂,5.49,3457.6,63.0,3010,18.2,6,10,荔枝,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,寻甸,,定地意蜂,5.16,2082.1,40.4,1791,28.8,2,7,荆条,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,寻甸,,大转地意蜂,5.77,2597.2,45.0,2321,24.9,9,10,向日葵,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,寻甸,,大转地意蜂,5.73,1828.1,31.9,2002,28.6,6,6,柑橘,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,寻甸,,定地中蜂,5.7,3260.3,57.2,2059,27.7,4,3,刺槐,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,寻甸,,定地意蜂,5.65,2371.5,42.0,1906,29.6,10,1,椴树,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,寻甸,,定地中蜂,5.84,1497.8,25.6,2212,26.4,8,4,荔枝,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,寻甸,,定地意蜂,6.26,2388.2,38.1,2140,29.2,5,1,柑橘,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,寻甸,,大转地意蜂,5.29,3171.2,59.9,1968,26.9,4,5,向日葵,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,寻甸,,大转地意蜂,5.79,3186.3,55.0,2255,25.7,9,4,椴树,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,陆良,,定地意蜂,2.17,1495.1,68.9,955,22.7,5,2,枣树,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,陆良,,定地中蜂,2.54,711.5,28.0,897,28.3,6,7,油菜,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,陆良,,定地中蜂,2.54,1497.9,59.0,1339,19.0,8,7,龙眼,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,陆良,,小转地,2.46,1500.9,61.0,862,28.5,5,9,刺槐,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,陆良,,定地意蜂,2.52,1528.9,60.7,998,25.2,8,1,油菜,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,陆良,,小转地,2.57,1083.8,42.2,1271,20.2,1,7,枣树,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,陆良,,小转地,2.61,629.3,24.1,1199,21.8,4,9,荆条,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,陆良,,定地意蜂,2.75,1639.9,59.6,1048,26.2,8,8,荆条,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,陆良,,定地意蜂,2.48,1521.2,61.3,944,26.2,4,2,紫云英,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,陆良,,小转地,2.55,991.1,38.9,1122,22.7,1,1,向日葵,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,师宗,,小转地,3.67,2521.5,68.7,1270,28.9,5,3,油菜,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,师宗,,大转地意蜂,3.9,1287.3,33.0,1684,23.1,6,3,柑橘,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,师宗,,定地中蜂,4.05,1691.2,41.8,1521,26.6,8,2,枣树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,师宗,,定地意蜂,3.86,2435.5,63.1,1902,20.3,5,8,紫云英,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,师宗,,定地意蜂,3.95,1975.2,50.0,1396,28.3,4,7,荆条,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,师宗,,定地意蜂,3.97,1370.0,34.5,2009,19.8,4,10,椴树,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,师宗,,定地中蜂,4.22,2287.8,54.2,1880,22.4,2,1,椴树,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,师宗,,小转地,3.81,2082.2,54.7,1741,21.9,7,7,柑橘,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,师宗,,定地意蜂,3.88,890.0,22.9,2026,19.1,4,8,龙眼,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,师宗,,大转地意蜂,4.74,3240.3,68.4,1619,29.3,1,5,向日葵,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,罗平,,大转地意蜂,3.83,1476.3,38.5,1684,22.7,10,3,荔枝,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,罗平,,定地中蜂,3.91,1445.1,37.0,1635,23.9,3,2,龙眼,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,罗平,,定地意蜂,3.63,1198.6,33.0,1564,23.2,1,3,椴树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,罗平,,定地中蜂,3.68,2112.0,57.4,1313,28.0,5,5,柑橘,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,罗平,,定地中蜂,3.8,1742.2,45.8,1304,29.1,3,6,椴树,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,罗平,,定地中蜂,3.9,2443.4,62.7,1968,19.8,1,4,荆条,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,罗平,,小转地,3.67,1596.9,43.5,1817,20.2,8,7,刺槐,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,罗平,,定地意蜂,4.25,936.7,22.0,1459,29.1,9,8,椴树,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,罗平,,大转地意蜂,3.94,2495.8,63.3,1399,28.2,6,2,枣树,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,罗平,,定地意蜂,4.41,1253.1,28.4,2186,20.2,10,10,枣树,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,富源,,定地中蜂,3.05,1480.5,48.5,1254,24.3,2,4,椴树,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,富源,,大转地意蜂,3.38,719.9,21.3,1179,28.6,7,6,柑橘,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,富源,,大转地意蜂,3.34,1208.3,36.2,1733,19.3,2,8,椴树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,富源,,大转地意蜂,3.57,1774.7,49.7,1211,29.5,6,1,柑橘,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,富源,,小转地,3.6,2036.8,56.6,1643,21.9,4,1,荔枝,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,富源,,定地中蜂,3.6,847.3,23.5,1928,18.7,2,7,荔枝,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,富源,,大转地意蜂,3.53,2233.6,63.3,1193,29.6,1,4,荆条,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,富源,,小转地,3.63,1900.6,52.4,1590,22.8,2,5,椴树,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,富源,,小转地,4.0,2643.4,66.1,1490,26.8,6,2,龙眼,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,富源,,定地中蜂,3.79,2435.9,64.3,1587,23.9,5,10,柑橘,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,会泽,,定地中蜂,2.44,1236.9,50.7,879,27.7,7,2,油菜,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,会泽,,小转地,2.62,1410.1,53.8,882,29.7,8,9,向日葵,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,会泽,,定地中蜂,2.79,668.5,24.0,1181,23.6,5,3,荆条,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,会泽,,定地中蜂,2.65,859.5,32.4,1226,21.6,5,10,油菜,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,会泽,,定地中蜂,2.71,1237.7,45.7,934,29.0,7,2,椴树,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,会泽,,定地意蜂,2.76,901.7,32.7,1111,24.8,10,2,向日葵,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,会泽,,小转地,2.61,1126.1,43.1,970,26.9,7,1,刺槐,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,会泽,,定地中蜂,2.75,981.7,35.7,1039,26.5,8,10,荔枝,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,会泽,,小转地,2.72,1645.6,60.5,937,29.0,3,2,柑橘,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,会泽,,大转地意蜂,2.65,1104.8,41.7,1016,26.1,1,7,刺槐,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,沾益,,定地中蜂,0.41,165.0,40.3,174,23.5,5,10,柑橘,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,沾益,,定地中蜂,0.44,239.9,54.5,168,26.1,5,2,荆条,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,沾益,,小转地,0.45,273.6,60.8,221,20.3,1,4,椴树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,沾益,,小转地,0.43,179.7,41.8,166,25.8,2,5,椴树,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,沾益,,小转地,0.44,113.6,25.8,190,23.1,8,8,椴树,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,沾益,,定地意蜂,0.43,138.2,32.1,183,23.4,10,7,油菜,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,沾益,,定地中蜂,0.44,274.5,62.4,228,19.2,7,8,柑橘,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,沾益,,定地中蜂,0.46,158.9,34.5,186,24.7,7,8,向日葵,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,沾益,,定地中蜂,0.47,253.5,53.9,185,25.3,4,1,向日葵,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,沾益,,定地意蜂,0.4,190.7,47.7,160,24.9,7,8,刺槐,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,宣威,,大转地意蜂,2.66,1459.7,54.9,1200,22.2,3,5,枣树,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,宣威,,定地意蜂,3.03,1375.1,45.4,1302,23.3,10,8,荆条,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,宣威,,定地中蜂,2.9,1146.0,39.5,1087,26.7,6,8,荆条,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,宣威,,定地中蜂,3.05,1752.6,57.5,1425,21.4,3,3,枣树,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,宣威,,定地中蜂,3.11,1855.9,59.7,1300,23.9,5,4,枣树,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,宣威,,定地意蜂,3.15,1195.1,37.9,1050,30.0,6,3,荆条,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,宣威,,大转地意蜂,3.29,710.6,21.6,1145,28.7,6,7,刺槐,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,宣威,,定地意蜂,3.27,1020.4,31.2,1681,19.4,6,6,油菜,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,宣威,,大转地意蜂,3.43,2223.2,64.8,1389,24.7,1,8,椴树,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,宣威,,大转地意蜂,3.69,2536.2,68.7,1363,27.1,9,1,向日葵,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,楚雄,,小转地,0.88,576.8,65.5,309,28.5,5,8,向日葵,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,楚雄,,定地意蜂,0.92,255.0,27.7,323,28.4,6,3,刺槐,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,楚雄,,大转地意蜂,0.89,363.0,40.8,382,23.3,4,8,龙眼,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,楚雄,,定地中蜂,0.96,319.7,33.3,478,20.1,6,4,荆条,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,楚雄,,小转地,0.95,563.9,59.4,390,24.4,7,7,紫云英,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,楚雄,,定地意蜂,0.98,448.9,45.8,333,29.4,1,8,荆条,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,楚雄,,大转地意蜂,1.0,458.7,45.9,375,26.6,2,6,龙眼,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,楚雄,,定地中蜂,0.96,400.4,41.7,352,27.3,1,3,柑橘,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,楚雄,,定地意蜂,0.89,495.4,55.7,347,25.6,7,7,向日葵,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,楚雄,,定地意蜂,1.11,396.1,35.7,416,26.7,1,5,向日葵,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,双柏,,定地中蜂,3.92,2046.0,52.2,1715,22.8,6,7,枣树,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,双柏,,定地中蜂,3.38,1584.3,46.9,1777,19.0,3,9,向日葵,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,双柏,,定地意蜂,3.77,1794.1,47.6,1972,19.1,3,1,油菜,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,双柏,,定地意蜂,3.62,1192.2,32.9,1478,24.5,7,9,刺槐,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,双柏,,定地意蜂,3.75,1237.0,33.0,1334,28.1,2,1,刺槐,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,双柏,,定地意蜂,3.77,763.8,20.3,1515,24.9,4,10,柑橘,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,双柏,,小转地,3.92,2088.4,53.3,1340,29.3,6,5,荔枝,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,双柏,,小转地,3.97,1930.9,48.6,1429,27.8,7,9,枣树,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,双柏,,定地意蜂,3.54,1048.8,29.6,1462,24.2,8,2,荆条,county_simulation
county_year,2025,云南,25.0389,102.7183,西南,双柏,,大转地意蜂,4.17,1004.9,24.1,1492,27.9,7,3,椴树,county_simulation
county_year,2016,云南,25.0389,102.7183,西南,牟定,,定地中蜂,1.65,662.3,40.1,631,26.1,5,10,椴树,county_simulation
county_year,2017,云南,25.0389,102.7183,西南,牟定,,定地中蜂,1.47,800.4,54.5,490,30.0,7,3,荆条,county_simulation
county_year,2018,云南,25.0389,102.7183,西南,牟定,,大转地意蜂,1.53,656.2,42.9,642,23.8,4,8,椴树,county_simulation
county_year,2019,云南,25.0389,102.7183,西南,牟定,,大转地意蜂,1.59,762.4,48.0,799,19.9,10,7,刺槐,county_simulation
county_year,2020,云南,25.0389,102.7183,西南,牟定,,小转地,1.56,343.4,22.0,627,24.9,2,6,荔枝,county_simulation
county_year,2021,云南,25.0389,102.7183,西南,牟定,,小转地,1.62,717.6,44.3,748,21.6,3,10,紫云英,county_simulation
county_year,2022,云南,25.0389,102.7183,西南,牟定,,小转地,1.5,966.8,64.5,522,28.7,3,8,油菜,county_simulation
county_year,2023,云南,25.0389,102.7183,西南,牟定,,定地中蜂,1.5,952.8,63.5,676,22.2,8,10,荔枝,county_simulation
county_year,2024,云南,25.0389,102.7183,西南,牟定,,定地中蜂,1.64,968.7,59.1,569,28.8,10,3,荆条,county_simulation
