granularity,year,province,province_lat,province_lng,region,location,crop,rental_price_range_yuan,rental_price_mid_yuan,colonies_per_ha,period_days,pollination_demand,data_source
pollination_service,2022,云南,25.0389,102.7183,西南,云南丽江,苹果,176-236,206,10,18,高,compiled_from_news_reports_simulated
pollination_service,2023,云南,25.0389,102.7183,西南,云南丽江,苹果,185-245,215,10,18,高,compiled_from_news_reports_simulated
pollination_service,2024,云南,25.0389,102.7183,西南,云南丽江,苹果,181-241,211,10,18,高,compiled_from_news_reports_simulated
pollination_service,2025,云南,25.0389,102.7183,西南,云南丽江,苹果,195-255,225,10,18,高,compiled_from_news_reports_simulated
pollination_service,2018,贵州,26.6477,106.6302,西南,贵州毕节,猕猴桃,194-294,244,12,15,极高,compiled_from_news_reports_simulated
pollination_service,2019,贵州,26.6477,106.6302,西南,贵州毕节,猕猴桃,218-318,268,12,15,极高,compiled_from_news_reports_simulated
pollination_service,2020,贵州,26.6477,106.6302,西南,贵州毕节,猕猴桃,225-325,275,12,15,极高,compiled_from_news_reports_simulated
pollination_service,2021,贵州,26.6477,106.6302,西南,贵州毕节,猕猴桃,233-333,283,12,15,极高,compiled_from_news_reports_simulated
pollination_service,2022,贵州,26.6477,106.6302,西南,贵州毕节,猕猴桃,228-328,278,12,15,极高,compiled_from_news_reports_simulated
pollination_service,2023,贵州,26.6477,106.6302,西南,贵州毕节,猕猴桃,237-337,287,12,15,极高,compiled_from_news_reports_simulated
pollination_service,2024,贵州,26.6477,106.6302,西南,贵州毕节,猕猴桃,256-356,306,12,15,极高,compiled_from_news_reports_simulated
pollination_service,2025,贵州,26.6477,106.6302,西南,贵州毕节,猕猴桃,251-351,301,12,15,极高,compiled_from_news_reports_simulated
pollination_service,2018,贵州,26.6477,106.6302,西南,贵州遵义,蓝莓,259-409,334,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2019,贵州,26.6477,106.6302,西南,贵州遵义,蓝莓,270-420,345,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2020,贵州,26.6477,106.6302,西南,贵州遵义,蓝莓,307-457,382,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2021,贵州,26.6477,106.6302,西南,贵州遵义,蓝莓,309-459,384,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2022,贵州,26.6477,106.6302,西南,贵州遵义,蓝莓,332-482,407,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2023,贵州,26.6477,106.6302,西南,贵州遵义,蓝莓,343-493,418,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2024,贵州,26.6477,106.6302,西南,贵州遵义,蓝莓,334-484,409,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2025,贵州,26.6477,106.6302,西南,贵州遵义,蓝莓,356-506,431,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2018,湖北,30.5928,114.3055,华中,湖北宜昌,柑橘,93-143,118,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2019,湖北,30.5928,114.3055,华中,湖北宜昌,柑橘,102-152,127,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2020,湖北,30.5928,114.3055,华中,湖北宜昌,柑橘,100-150,125,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2021,湖北,30.5928,114.3055,华中,湖北宜昌,柑橘,111-161,136,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2022,湖北,30.5928,114.3055,华中,湖北宜昌,柑橘,114-164,139,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2023,湖北,30.5928,114.3055,华中,湖北宜昌,柑橘,118-168,143,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2024,湖北,30.5928,114.3055,华中,湖北宜昌,柑橘,112-162,137,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2025,湖北,30.5928,114.3055,华中,湖北宜昌,柑橘,118-168,143,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2018,广西,22.817,108.3665,华南,广西桂林,柑橘,82-122,102,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2019,广西,22.817,108.3665,华南,广西桂林,柑橘,84-124,104,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2020,广西,22.817,108.3665,华南,广西桂林,柑橘,88-128,108,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2021,广西,22.817,108.3665,华南,广西桂林,柑橘,89-129,109,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2022,广西,22.817,108.3665,华南,广西桂林,柑橘,97-137,117,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2023,广西,22.817,108.3665,华南,广西桂林,柑橘,95-135,115,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2024,广西,22.817,108.3665,华南,广西桂林,柑橘,101-141,121,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2025,广西,22.817,108.3665,华南,广西桂林,柑橘,104-144,124,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2018,山东,36.6516,117.1201,华东,山东青岛,蓝莓,282-432,357,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2019,山东,36.6516,117.1201,华东,山东青岛,蓝莓,301-451,376,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2020,山东,36.6516,117.1201,华东,山东青岛,蓝莓,291-441,366,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2021,山东,36.6516,117.1201,华东,山东青岛,蓝莓,322-472,397,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2022,山东,36.6516,117.1201,华东,山东青岛,蓝莓,322-472,397,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2023,山东,36.6516,117.1201,华东,山东青岛,蓝莓,332-482,407,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2024,山东,36.6516,117.1201,华东,山东青岛,蓝莓,345-495,420,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2025,山东,36.6516,117.1201,华东,山东青岛,蓝莓,356-506,431,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2018,辽宁,41.8057,123.4315,东北,辽宁丹东,草莓（大棚）,249-349,299,15,25,高,compiled_from_news_reports_simulated
pollination_service,2019,辽宁,41.8057,123.4315,东北,辽宁丹东,草莓（大棚）,269-369,319,15,25,高,compiled_from_news_reports_simulated
pollination_service,2020,辽宁,41.8057,123.4315,东北,辽宁丹东,草莓（大棚）,255-355,305,15,25,高,compiled_from_news_reports_simulated
pollination_service,2021,辽宁,41.8057,123.4315,东北,辽宁丹东,草莓（大棚）,279-379,329,15,25,高,compiled_from_news_reports_simulated
pollination_service,2022,辽宁,41.8057,123.4315,东北,辽宁丹东,草莓（大棚）,295-395,345,15,25,高,compiled_from_news_reports_simulated
pollination_service,2023,辽宁,41.8057,123.4315,东北,辽宁丹东,草莓（大棚）,307-407,357,15,25,高,compiled_from_news_reports_simulated
pollination_service,2024,辽宁,41.8057,123.4315,东北,辽宁丹东,草莓（大棚）,304-404,354,15,25,高,compiled_from_news_reports_simulated
pollination_service,2025,辽宁,41.8057,123.4315,东北,辽宁丹东,草莓（大棚）,301-401,351,15,25,高,compiled_from_news_reports_simulated
pollination_service,2018,河北,38.0455,114.502,华北,河北保定,梨,141-221,181,10,18,高,compiled_from_news_reports_simulated
pollination_service,2019,河北,38.0455,114.502,华北,河北保定,梨,151-231,191,10,18,高,compiled_from_news_reports_simulated
pollination_service,2020,河北,38.0455,114.502,华北,河北保定,梨,151-231,191,10,18,高,compiled_from_news_reports_simulated
pollination_service,2021,河北,38.0455,114.502,华北,河北保定,梨,163-243,203,10,18,高,compiled_from_news_reports_simulated
pollination_service,2022,河北,38.0455,114.502,华北,河北保定,梨,155-235,195,10,18,高,compiled_from_news_reports_simulated
pollination_service,2023,河北,38.0455,114.502,华北,河北保定,梨,169-249,209,10,18,高,compiled_from_news_reports_simulated
pollination_service,2024,河北,38.0455,114.502,华北,河北保定,梨,172-252,212,10,18,高,compiled_from_news_reports_simulated
pollination_service,2025,河北,38.0455,114.502,华北,河北保定,梨,174-254,214,10,18,高,compiled_from_news_reports_simulated
pollination_service,2018,山西,37.8706,112.5489,华北,山西运城,苹果,160-240,200,10,18,高,compiled_from_news_reports_simulated
pollination_service,2019,山西,37.8706,112.5489,华北,山西运城,苹果,165-245,205,10,18,高,compiled_from_news_reports_simulated
pollination_service,2020,山西,37.8706,112.5489,华北,山西运城,苹果,174-254,214,10,18,高,compiled_from_news_reports_simulated
pollination_service,2021,山西,37.8706,112.5489,华北,山西运城,苹果,178-258,218,10,18,高,compiled_from_news_reports_simulated
pollination_service,2022,山西,37.8706,112.5489,华北,山西运城,苹果,181-261,221,10,18,高,compiled_from_news_reports_simulated
pollination_service,2023,山西,37.8706,112.5489,华北,山西运城,苹果,188-268,228,10,18,高,compiled_from_news_reports_simulated
pollination_service,2024,山西,37.8706,112.5489,华北,山西运城,苹果,203-283,243,10,18,高,compiled_from_news_reports_simulated
pollination_service,2025,山西,37.8706,112.5489,华北,山西运城,苹果,196-276,236,10,18,高,compiled_from_news_reports_simulated
pollination_service,2018,新疆,43.7928,87.617,西北,新疆石河子,棉花,57-97,77,3,20,低,compiled_from_news_reports_simulated
pollination_service,2019,新疆,43.7928,87.617,西北,新疆石河子,棉花,66-106,86,3,20,低,compiled_from_news_reports_simulated
pollination_service,2020,新疆,43.7928,87.617,西北,新疆石河子,棉花,67-107,87,3,20,低,compiled_from_news_reports_simulated
pollination_service,2021,新疆,43.7928,87.617,西北,新疆石河子,棉花,65-105,85,3,20,低,compiled_from_news_reports_simulated
pollination_service,2022,新疆,43.7928,87.617,西北,新疆石河子,棉花,69-109,89,3,20,低,compiled_from_news_reports_simulated
pollination_service,2023,新疆,43.7928,87.617,西北,新疆石河子,棉花,74-114,94,3,20,低,compiled_from_news_reports_simulated
pollination_service,2024,新疆,43.7928,87.617,西北,新疆石河子,棉花,77-117,97,3,20,低,compiled_from_news_reports_simulated
pollination_service,2025,新疆,43.7928,87.617,西北,新疆石河子,棉花,79-119,99,3,20,低,compiled_from_news_reports_simulated
pollination_service,2018,新疆,43.7928,87.617,西北,新疆阿克苏,苹果,189-289,239,10,18,高,compiled_from_news_reports_simulated
pollination_service,2019,新疆,43.7928,87.617,西北,新疆阿克苏,苹果,211-311,261,10,18,高,compiled_from_news_reports_simulated
pollination_service,2020,新疆,43.7928,87.617,西北,新疆阿克苏,苹果,225-325,275,10,18,高,compiled_from_news_reports_simulated
pollination_service,2021,新疆,43.7928,87.617,西北,新疆阿克苏,苹果,223-323,273,10,18,高,compiled_from_news_reports_simulated
pollination_service,2022,新疆,43.7928,87.617,西北,新疆阿克苏,苹果,238-338,288,10,18,高,compiled_from_news_reports_simulated
pollination_service,2023,新疆,43.7928,87.617,西北,新疆阿克苏,苹果,226-326,276,10,18,高,compiled_from_news_reports_simulated
pollination_service,2024,新疆,43.7928,87.617,西北,新疆阿克苏,苹果,234-334,284,10,18,高,compiled_from_news_reports_simulated
pollination_service,2025,新疆,43.7928,87.617,西北,新疆阿克苏,苹果,263-363,313,10,18,高,compiled_from_news_reports_simulated
pollination_service,2018,云南,25.0389,102.7183,西南,云南普洱,咖啡,168-248,208,8,20,中,compiled_from_news_reports_simulated
pollination_service,2019,云南,25.0389,102.7183,西南,云南普洱,咖啡,174-254,214,8,20,中,compiled_from_news_reports_simulated
pollination_service,2020,云南,25.0389,102.7183,西南,云南普洱,咖啡,181-261,221,8,20,中,compiled_from_news_reports_simulated
pollination_service,2021,云南,25.0389,102.7183,西南,云南普洱,咖啡,188-268,228,8,20,中,compiled_from_news_reports_simulated
pollination_service,2022,云南,25.0389,102.7183,西南,云南普洱,咖啡,192-272,232,8,20,中,compiled_from_news_reports_simulated
pollination_service,2023,云南,25.0389,102.7183,西南,云南普洱,咖啡,199-279,239,8,20,中,compiled_from_news_reports_simulated
pollination_service,2024,云南,25.0389,102.7183,西南,云南普洱,咖啡,192-272,232,8,20,中,compiled_from_news_reports_simulated
pollination_service,2025,云南,25.0389,102.7183,西南,云南普洱,咖啡,209-289,249,8,20,中,compiled_from_news_reports_simulated
pollination_service,2018,云南,25.0389,102.7183,西南,云南西双版纳,荔枝,126-176,151,8,15,高,compiled_from_news_reports_simulated
pollination_service,2019,云南,25.0389,102.7183,西南,云南西双版纳,荔枝,123-173,148,8,15,高,compiled_from_news_reports_simulated
pollination_service,2020,云南,25.0389,102.7183,西南,云南西双版纳,荔枝,138-188,163,8,15,高,compiled_from_news_reports_simulated
pollination_service,2021,云南,25.0389,102.7183,西南,云南西双版纳,荔枝,138-188,163,8,15,高,compiled_from_news_reports_simulated
pollination_service,2022,云南,25.0389,102.7183,西南,云南西双版纳,荔枝,140-190,165,8,15,高,compiled_from_news_reports_simulated
pollination_service,2023,云南,25.0389,102.7183,西南,云南西双版纳,荔枝,143-193,168,8,15,高,compiled_from_news_reports_simulated
pollination_service,2024,云南,25.0389,102.7183,西南,云南西双版纳,荔枝,156-206,181,8,15,高,compiled_from_news_reports_simulated
pollination_service,2025,云南,25.0389,102.7183,西南,云南西双版纳,荔枝,157-207,182,8,15,高,compiled_from_news_reports_simulated
pollination_service,2018,江西,28.6829,115.858,华东,江西吉安,柑橘,79-119,99,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2019,江西,28.6829,115.858,华东,江西吉安,柑橘,84-124,104,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2020,江西,28.6829,115.858,华东,江西吉安,柑橘,82-122,102,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2021,江西,28.6829,115.858,华东,江西吉安,柑橘,86-126,106,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2022,江西,28.6829,115.858,华东,江西吉安,柑橘,94-134,114,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2023,江西,28.6829,115.858,华东,江西吉安,柑橘,99-139,119,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2024,江西,28.6829,115.858,华东,江西吉安,柑橘,98-138,118,6,15,中高,compiled_from_news_reports_simulated
pollination_service,2025,江西,28.6829,115.858,华东,江西吉安,柑橘,106-146,126,6,15,中高,compiled_from_news_reports_simulated
