granularity,year,province,province_lat,province_lng,region,county,farm_id,beekeeping_mode,colonies_count,honey_production_kg,yield_kg_per_colony,honey_price_yuan_per_kg,income_honey,income_pollination_service,income_total,cost_total,profit,profit_margin_pct,is_migratory,data_source
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00038,定地中蜂,35,559.2,16.0,13.0,7251.0,0,7251.0,2362.9,4888.1,67.4,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00038,定地中蜂,36,398.1,11.1,16.3,6502.2,0,6502.2,1664.7,4837.5,74.4,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00038,定地中蜂,38,809.1,21.3,16.9,13645.3,0,13645.3,4218.2,9427.1,69.1,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00038,定地中蜂,36,724.1,20.1,28.3,20490.0,0,20490.0,7349.9,13140.1,64.1,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00038,定地中蜂,32,390.6,12.2,15.0,5852.0,0,5852.0,1627.7,4224.3,72.2,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00038,定地中蜂,37,887.6,24.0,25.9,22978.7,0,22978.7,6088.4,16890.3,73.5,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00038,定地中蜂,30,739.5,24.6,12.4,9158.3,0,9158.3,2918.6,6239.7,68.1,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00038,定地中蜂,37,444.3,12.0,16.9,7523.4,0,7523.4,2657.7,4865.7,64.7,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,16,370.3,23.1,28.0,10359.6,0,10359.6,3296.0,7063.6,68.2,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,18,396.3,22.0,15.8,6272.2,0,6272.2,1602.0,4670.2,74.5,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,17,201.2,11.8,13.0,2619.8,0,2619.8,695.6,1924.2,73.4,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,18,332.9,18.5,23.9,7952.6,0,7952.6,2200.7,5751.9,72.3,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,17,392.0,23.1,25.3,9912.3,0,9912.3,3212.6,6699.7,67.6,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,17,177.1,10.4,19.8,3514.5,0,3514.5,1083.1,2431.4,69.2,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,17,199.7,11.7,19.1,3811.9,0,3811.9,1046.5,2765.4,72.5,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,17,219.6,12.9,12.9,2829.9,0,2829.9,866.9,1963.0,69.4,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,18,242.1,13.4,26.2,6347.4,0,6347.4,2149.6,4197.8,66.1,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,20,449.0,22.4,13.8,6217.4,0,6217.4,1736.5,4480.9,72.1,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00039,定地中蜂,21,415.2,19.8,26.3,10931.8,0,10931.8,3064.8,7867.0,72.0,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,48,2012.7,41.9,26.7,53679.3,0,53679.3,21241.4,32437.9,60.4,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,44,1429.0,32.5,22.0,31415.7,0,31415.7,15342.4,16073.3,51.2,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,49,1549.2,31.6,26.1,40416.8,0,40416.8,14208.5,26208.3,64.8,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,48,1779.7,37.1,25.3,45060.4,0,45060.4,20396.7,24663.7,54.7,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,46,1801.0,39.2,16.3,29292.2,0,29292.2,13714.7,15577.5,53.2,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,48,1268.9,26.4,24.0,30504.1,0,30504.1,11507.6,18996.5,62.3,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,48,1749.5,36.4,13.2,23091.9,0,23091.9,11122.1,11969.8,51.8,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,53,1608.7,30.4,15.4,24709.9,0,24709.9,10325.1,14384.8,58.2,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,50,1398.6,28.0,13.4,18755.1,0,18755.1,9130.1,9625.0,51.3,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,52,1062.8,20.4,11.6,12340.2,0,12340.2,5058.3,7281.9,59.0,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00040,定地意蜂,52,1224.3,23.5,22.1,27046.9,0,27046.9,9579.1,17467.8,64.6,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,60,1436.5,23.9,21.9,31388.4,0,31388.4,11536.9,19851.5,63.2,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,66,2746.7,41.6,28.6,78497.2,0,78497.2,32307.6,46189.6,58.8,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,67,2330.6,34.8,16.3,38026.3,0,38026.3,17101.4,20924.9,55.0,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,66,1703.8,25.8,14.9,25364.9,0,25364.9,11420.7,13944.2,55.0,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,68,2457.8,36.1,13.4,33050.6,0,33050.6,14653.4,18397.2,55.7,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,65,2541.4,39.1,13.6,34557.2,0,34557.2,14331.6,20225.6,58.5,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,61,2231.4,36.6,22.5,50139.7,0,50139.7,17752.5,32387.2,64.6,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,72,2051.4,28.5,13.9,28495.2,0,28495.2,13067.3,15427.9,54.1,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,61,2040.9,33.5,27.0,55158.7,0,55158.7,19666.4,35492.3,64.3,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,72,2973.0,41.3,14.5,43075.8,0,43075.8,20604.5,22471.3,52.2,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00041,定地意蜂,54,1947.2,36.1,13.5,26356.5,0,26356.5,9825.1,16531.4,62.7,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00042,小转地,69,2580.7,37.4,23.3,60014.0,9635.6,69649.6,42255.3,27394.3,39.3,1,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00042,小转地,67,3466.8,51.7,20.9,72347.9,8359.6,80707.5,52356.2,28351.3,35.1,1,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00042,小转地,69,2084.6,30.2,25.3,52681.0,3420.7,56101.7,30800.3,25301.4,45.1,1,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00042,小转地,69,2170.9,31.5,16.2,35138.4,3078.8,38217.2,19874.3,18342.9,48.0,1,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00042,小转地,71,2131.7,30.0,25.9,55194.5,4012.2,59206.7,37845.5,21361.2,36.1,1,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00042,小转地,74,3141.0,42.4,22.8,71506.8,7772.9,79279.7,49532.9,29746.8,37.5,1,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00042,小转地,71,3507.3,49.4,29.2,102396.5,13146.6,115543.1,62655.0,52888.1,45.8,1,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00042,小转地,79,3849.1,48.7,25.5,98157.5,6474.1,104631.6,59148.4,45483.2,43.5,1,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00042,小转地,62,2319.1,37.4,13.6,31553.3,3941.8,35495.1,21553.6,13941.5,39.3,1,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00042,小转地,71,2387.1,33.6,11.5,27456.6,2012.8,29469.4,16085.7,13383.7,45.4,1,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00042,小转地,56,2078.1,37.1,22.2,46205.9,5316.6,51522.5,31911.8,19610.7,38.1,1,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,175,11047.7,63.1,28.3,313099.9,37451.2,350551.1,238122.6,112428.5,32.1,1,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,176,6635.5,37.7,27.3,180844.0,18906.7,199750.7,134593.5,65157.2,32.6,1,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,191,10176.9,53.3,29.5,300577.6,25346.6,325924.2,213023.5,112900.7,34.6,1,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,192,7646.7,39.8,24.0,183262.2,11923.8,195186.0,123442.1,71743.9,36.8,1,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,187,11454.8,61.3,18.4,211283.4,11611.4,222894.8,145601.2,77293.6,34.7,1,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,185,6486.8,35.1,10.1,65566.3,10996.3,76562.6,50699.7,25862.9,33.8,1,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,199,8119.5,40.8,17.9,145506.3,23156.9,168663.2,92862.1,75801.1,44.9,1,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,207,9273.4,44.8,13.6,126018.2,10133.4,136151.6,85696.4,50455.2,37.1,1,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,181,10189.1,56.3,28.7,292491.9,34429.8,326921.7,187743.2,139178.5,42.6,1,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,195,11565.4,59.3,13.4,155188.3,22746.3,177934.6,118343.6,59591.0,33.5,1,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00043,大转地意蜂,158,7668.2,48.5,20.7,158575.6,16302.0,174877.6,117761.7,57115.9,32.7,1,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,26,286.4,11.0,21.1,6047.7,0,6047.7,2318.9,3728.8,61.7,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,27,446.2,16.5,27.9,12430.7,0,12430.7,4362.9,8067.8,64.9,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,28,321.0,11.5,26.3,8439.5,0,8439.5,2625.8,5813.7,68.9,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,30,497.9,16.6,22.7,11302.3,0,11302.3,4323.0,6979.3,61.8,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,31,729.2,23.5,25.0,18230.6,0,18230.6,6657.7,11572.9,63.5,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,29,456.3,15.7,15.0,6824.7,0,6824.7,2271.4,4553.3,66.7,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,34,334.8,9.8,29.5,9864.2,0,9864.2,2747.0,7117.2,72.2,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,32,686.4,21.4,14.0,9625.0,0,9625.0,2732.0,6893.0,71.6,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,32,309.9,9.7,20.8,6449.4,0,6449.4,2103.9,4345.5,67.4,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,38,529.7,13.9,13.7,7276.3,0,7276.3,2623.7,4652.6,63.9,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00044,定地中蜂,35,317.7,9.1,19.5,6207.0,0,6207.0,2211.2,3995.8,64.4,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,192,9497.9,49.5,17.7,168234.9,21874.8,190109.7,116608.3,73501.4,38.7,1,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,213,9820.8,46.1,21.6,212522.3,11333.2,223855.5,153302.5,70553.0,31.5,1,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,220,8363.0,38.0,23.1,193049.7,16023.4,209073.1,139148.3,69924.8,33.4,1,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,223,10929.8,49.0,18.9,206484.6,20665.0,227149.6,140627.6,86522.0,38.1,1,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,225,8622.0,38.3,29.4,253475.9,25651.8,279127.7,189244.2,89883.5,32.2,1,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,232,11885.5,51.2,16.0,189908.6,24938.1,214846.7,123908.4,90938.3,42.3,1,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,239,15468.1,64.7,26.4,408948.3,28461.2,437409.5,266215.5,171194.0,39.1,1,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,222,14119.3,63.6,18.0,253936.7,24639.3,278576.0,160354.5,118221.5,42.4,1,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,267,13948.7,52.2,11.9,165766.6,14879.3,180645.9,104886.8,75759.1,41.9,1,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,248,13093.2,52.8,27.8,364281.4,25846.3,390127.7,233656.3,156471.4,40.1,1,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00045,大转地意蜂,251,13838.9,55.1,22.6,312281.6,16748.7,329030.3,202896.7,126133.6,38.3,1,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,36,1267.0,35.2,18.9,23947.6,0,23947.6,10635.4,13312.2,55.6,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,39,1381.9,35.4,18.5,25511.3,0,25511.3,12711.5,12799.8,50.2,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,38,1486.2,39.1,21.5,31926.4,0,31926.4,13072.4,18854.0,59.1,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,38,763.7,20.1,25.6,19578.9,0,19578.9,8195.6,11383.3,58.1,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,38,1233.1,32.5,21.2,26120.8,0,26120.8,11828.5,14292.3,54.7,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,40,1084.2,27.1,15.5,16822.4,0,16822.4,8294.1,8528.3,50.7,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,36,1267.4,35.2,20.1,25451.1,0,25451.1,10061.8,15389.3,60.5,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,38,990.4,26.1,26.8,26520.8,0,26520.8,11346.9,15173.9,57.2,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,41,1031.4,25.2,24.7,25435.9,0,25435.9,10949.3,14486.6,57.0,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,40,1797.2,44.9,15.9,28502.4,0,28502.4,12473.8,16028.6,56.2,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00046,定地意蜂,30,817.5,27.3,10.2,8336.5,0,8336.5,3674.2,4662.3,55.9,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,15,163.6,10.9,26.7,4370.4,0,4370.4,1739.4,2631.0,60.2,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,15,155.6,10.4,19.2,2983.4,0,2983.4,923.4,2060.0,69.0,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,15,273.5,18.2,11.2,3069.8,0,3069.8,1154.2,1915.6,62.4,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,15,256.3,17.1,15.1,3858.1,0,3858.1,1265.5,2592.6,67.2,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,15,120.1,8.0,27.5,3308.2,0,3308.2,1111.5,2196.7,66.4,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,14,270.4,19.3,10.8,2926.5,0,2926.5,943.4,1983.1,67.8,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,16,275.1,17.2,14.7,4054.8,0,4054.8,1375.6,2679.2,66.1,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,15,332.5,22.2,24.9,8269.4,0,8269.4,2198.8,6070.6,73.4,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,14,346.3,24.7,14.7,5101.4,0,5101.4,1389.7,3711.7,72.8,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,19,406.6,21.4,28.3,11508.4,0,11508.4,2958.7,8549.7,74.3,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00047,定地中蜂,13,254.2,19.6,24.4,6203.5,0,6203.5,2257.9,3945.6,63.6,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,19,432.8,22.8,21.9,9490.8,0,9490.8,3291.0,6199.8,65.3,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,22,538.1,24.5,17.1,9227.7,0,9227.7,2712.2,6515.5,70.6,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,20,420.9,21.0,13.8,5821.7,0,5821.7,1838.2,3983.5,68.4,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,21,469.5,22.4,29.8,13996.1,0,13996.1,4406.0,9590.1,68.5,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,21,347.4,16.5,19.6,6808.0,0,6808.0,2438.3,4369.7,64.2,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,19,190.2,10.0,19.4,3697.9,0,3697.9,1154.4,2543.5,68.8,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,22,189.1,8.6,12.3,2318.4,0,2318.4,840.5,1477.9,63.7,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,21,485.2,23.1,12.5,6044.4,0,6044.4,1720.5,4323.9,71.5,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,25,328.8,13.2,29.4,9659.7,0,9659.7,2605.5,7054.2,73.0,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,23,200.9,8.7,19.7,3953.5,0,3953.5,1382.9,2570.6,65.0,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00048,定地中蜂,27,472.4,17.5,28.6,13502.4,0,13502.4,5033.4,8469.0,62.7,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,40,838.6,21.0,12.8,10763.7,0,10763.7,5023.6,5740.1,53.3,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,41,1752.9,42.8,22.2,38959.3,0,38959.3,16184.8,22774.5,58.5,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,39,1087.5,27.9,18.5,20129.0,0,20129.0,7583.4,12545.6,62.3,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,40,980.8,24.5,22.2,21753.9,0,21753.9,8696.5,13057.4,60.0,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,39,1399.3,35.9,23.2,32461.1,0,32461.1,13501.8,18959.3,58.4,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,37,1201.5,32.5,19.6,23559.0,0,23559.0,9619.6,13939.4,59.2,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,41,1521.9,37.1,16.5,25132.1,0,25132.1,11047.9,14084.2,56.0,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,42,1182.6,28.2,11.9,14105.8,0,14105.8,6680.7,7425.1,52.6,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,37,948.3,25.6,10.1,9598.8,0,9598.8,4555.3,5043.5,52.5,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,51,1386.5,27.2,24.6,34070.6,0,34070.6,13039.6,21031.0,61.7,0,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00049,定地意蜂,35,1425.3,40.7,28.0,39893.3,0,39893.3,14299.9,25593.4,64.2,0,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00050,小转地,116,4016.0,34.6,11.8,47501.6,7533.9,55035.5,35189.4,19846.1,36.1,1,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00050,小转地,102,3663.9,35.9,25.6,93708.0,6441.5,100149.5,64645.2,35504.3,35.5,1,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00050,小转地,108,4389.1,40.6,15.4,67653.6,8726.7,76380.3,46571.1,29809.2,39.0,1,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00050,小转地,110,4828.1,43.9,24.2,117068.4,10474.2,127542.6,69983.7,57558.9,45.1,1,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00050,小转地,108,5045.2,46.7,13.4,67637.1,10481.1,78118.2,40698.9,37419.3,47.9,1,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00050,小转地,118,3839.1,32.5,12.3,47271.3,5266.1,52537.4,30124.3,22413.1,42.7,1,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00050,小转地,116,4781.0,41.2,11.1,53044.2,8751.8,61796.0,35802.4,25993.6,42.1,1,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00050,小转地,119,4650.7,39.1,22.0,102249.0,8390.1,110639.1,62855.9,47783.2,43.2,1,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00050,小转地,105,3754.6,35.8,17.3,65038.8,5007.0,70045.8,43138.2,26907.6,38.4,1,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00050,小转地,105,5443.8,51.8,24.6,134113.5,20987.9,155101.4,84432.5,70668.9,45.6,1,farm_micro_simulation
farm_year,2025,浙江,30.2741,120.1551,华东,,FARM00050,小转地,138,7052.2,51.1,12.4,87317.9,10578.5,97896.4,59261.5,38634.9,39.5,1,farm_micro_simulation
farm_year,2015,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,27,605.0,22.4,22.1,13346.7,0,13346.7,3410.0,9936.7,74.5,0,farm_micro_simulation
farm_year,2016,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,27,450.3,16.7,10.6,4775.7,0,4775.7,1333.8,3441.9,72.1,0,farm_micro_simulation
farm_year,2017,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,26,394.2,15.2,27.5,10831.4,0,10831.4,2819.4,8012.0,74.0,0,farm_micro_simulation
farm_year,2018,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,27,594.9,22.0,20.4,12149.8,0,12149.8,4132.5,8017.3,66.0,0,farm_micro_simulation
farm_year,2019,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,26,621.9,23.9,20.3,12599.4,0,12599.4,4106.2,8493.2,67.4,0,farm_micro_simulation
farm_year,2020,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,29,632.4,21.8,21.1,13366.6,0,13366.6,4048.7,9317.9,69.7,0,farm_micro_simulation
farm_year,2021,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,25,430.9,17.2,13.9,6000.7,0,6000.7,1756.9,4243.8,70.7,0,farm_micro_simulation
farm_year,2022,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,28,311.6,11.1,23.7,7380.4,0,7380.4,2192.1,5188.3,70.3,0,farm_micro_simulation
farm_year,2023,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,24,474.1,19.8,18.2,8615.3,0,8615.3,3228.7,5386.6,62.5,0,farm_micro_simulation
farm_year,2024,浙江,30.2741,120.1551,华东,,FARM00051,定地中蜂,24,325.6,13.6,14.5,4730.5,0,4730.5,1758.9,2971.6,62.8,0,farm_micro_simulation
