granularity,year,province,province_lat,province_lng,region,county,farm_id,beekeeping_mode,bee_colonies_10k,colonies_share_pct,honey_production_tonnes,yield_kg_per_colony,beekeeper_households,migratory_ratio,colonies_per_household,income_total_est,cost_total_est,honey_price_yuan_per_tonne,sugar_price_yuan_per_tonne,rapeseed_area_1000ha,pesticide_use_10000tonnes,temp_anomaly_c,precip_change_pct,extreme_heat_days,flowering_advance_days,western_bee_pct,chinese_bee_pct,price_royal_jelly_yuan_per_kg,price_pollen_yuan_per_kg,purchase_price_yuan_per_tonne,retail_rape_yuan_per_jin,avg_retail_yuan_per_jin,data_source
province_year,2003,云南,25.0389,102.7183,西南,,,,752039.88,9.52,27488.5,31.2,385661474,0.157,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,西藏,29.65,91.1,西南,,,,3057.07,0.04,111.7,35.7,1567729,0.23,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,陕西,34.3416,108.9398,西北,,,,224185.33,2.84,8194.4,37.5,114966835,0.302,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,甘肃,36.0613,103.834,西北,,,,207880.94,2.63,7598.4,25.3,106605610,0.2,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,青海,36.6173,101.7782,西北,,,,4076.1,0.05,149.0,40.5,2090306,0.341,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,宁夏,38.472,106.2589,西北,,,,5095.12,0.06,186.2,37.1,2612882,0.288,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,新疆,43.7928,87.617,西北,,,,64198.53,0.81,2346.6,35.9,32922320,0.203,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2004,北京,39.9042,116.4074,华北,,,,8384.25,0.1,308.4,35.7,4192124,0.223,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,天津,39.1252,117.1908,华北,,,,5240.16,0.06,192.7,38.1,2620078,0.202,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,河北,38.0455,114.502,华北,,,,132051.94,1.63,4857.1,31.6,66025967,0.294,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,山西,37.8706,112.5489,华北,,,,115283.44,1.42,4240.3,31.8,57641717,0.255,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,内蒙古,40.8422,111.7498,华北,,,,49257.47,0.61,1811.8,39.7,24628734,0.255,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,辽宁,41.8057,123.4315,东北,,,,106899.19,1.32,3931.9,34.1,53449593,0.21,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,吉林,43.8961,125.3265,东北,,,,90130.69,1.11,3315.1,66.2,45065343,0.25,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,黑龙江,45.8038,126.535,东北,,,,57641.72,0.71,2120.2,38.5,28820858,0.31,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,上海,31.2304,121.4737,华东,,,,6288.19,0.08,231.3,31.5,3144093,0.221,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,江苏,32.0603,118.7969,华东,,,,139388.15,1.72,5126.9,37.5,69694077,0.33,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,浙江,30.2741,120.1551,华东,,,,1324711.48,16.35,48725.0,44.8,662355741,0.388,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,安徽,31.8206,117.2272,华东,,,,238951.12,2.95,8789.0,40.3,119475560,0.441,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,福建,26.0745,119.2965,华东,,,,263055.84,3.25,9675.6,34.7,131527920,0.236,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,江西,28.6829,115.858,华东,,,,222182.62,2.74,8172.2,58.9,111091311,0.209,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,山东,36.6516,117.1201,华东,,,,181309.4,2.24,6668.8,32.4,90654701,0.313,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,河南,34.7466,113.6254,华中,,,,649779.37,8.02,23899.9,43.6,324889683,0.444,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,湖北,30.5928,114.3055,华中,,,,254671.59,3.14,9367.2,36.0,127335795,0.353,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,湖南,28.2282,112.9388,华中,,,,395107.78,4.88,14532.7,40.7,197553888,0.32,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,广东,23.1291,113.2644,华南,,,,205414.12,2.54,7555.5,38.3,102707061,0.256,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,广西,22.817,108.3665,华南,,,,172925.15,2.13,6360.5,59.4,86462576,0.342,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,海南,20.044,110.3508,华南,,,,12576.37,0.16,462.6,37.2,6288187,0.271,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,重庆,29.4316,106.9123,西南,,,,345850.31,4.27,12720.9,34.2,172925153,0.325,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,四川,30.5728,104.0668,西南,,,,1423226.42,17.57,52348.5,41.0,711613209,0.334,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,贵州,26.6477,106.6302,西南,,,,502006.96,6.2,18464.6,25.4,251003481,0.153,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,云南,25.0389,102.7183,西南,,,,773447.05,9.55,28448.6,22.3,386723526,0.252,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,西藏,29.65,91.1,西南,,,,3144.09,0.04,115.6,39.0,1572046,0.239,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,陕西,34.3416,108.9398,西北,,,,230566.87,2.85,8480.6,32.2,115283435,0.306,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,甘肃,36.0613,103.834,西北,,,,213798.37,2.64,7863.8,31.1,106899186,0.295,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,青海,36.6173,101.7782,西北,,,,4192.12,0.05,154.2,32.3,2096062,0.231,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,宁夏,38.472,106.2589,西北,,,,5240.16,0.06,192.7,37.7,2620078,0.269,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2004,新疆,43.7928,87.617,西北,,,,66025.97,0.81,2428.5,39.5,33012983,0.248,20.0,0,0,0,0,0,145.3,0.6,4.0,12.0,3.0,0,0,100.0,20.0,0,0,0,province_panel_simulation
province_year,2005,北京,39.9042,116.4074,华北,,,,8655.52,0.1,304.3,32.6,4222203,0.216,20.5,43224.2,21864.0,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,天津,39.1252,117.1908,华北,,,,5409.7,0.06,190.2,35.6,2638877,0.311,20.5,42987.8,23171.2,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,河北,38.0455,114.502,华北,,,,136324.4,1.63,4793.2,35.0,66499705,0.306,20.5,68156.1,27332.6,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,山西,37.8706,112.5489,华北,,,,119013.36,1.43,4184.6,32.9,58055298,0.213,20.5,43272.9,23321.0,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,内蒙古,40.8422,111.7498,华北,,,,50851.16,0.61,1787.9,31.8,24805445,0.2,20.5,54085.5,23953.2,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,辽宁,41.8057,123.4315,东北,,,,110357.85,1.32,3880.2,40.2,53833095,0.28,20.5,59277.9,21954.8,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,吉林,43.8961,125.3265,东北,,,,93046.81,1.12,3271.6,60.1,45388688,0.271,20.5,64852.5,27999.9,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,黑龙江,45.8038,126.535,东北,,,,59506.68,0.71,2092.3,34.9,29027649,0.263,20.5,42962.8,20943.6,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,上海,31.2304,121.4737,华东,,,,6491.64,0.08,228.2,39.9,3166652,0.269,20.5,63243.3,25659.6,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,江苏,32.0603,118.7969,华东,,,,143897.97,1.73,5059.5,30.7,70194133,0.39,20.5,38804.8,22264.2,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,浙江,30.2741,120.1551,华东,,,,1367571.73,16.4,48084.4,52.6,667108160,0.343,20.5,68706.6,21849.1,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,安徽,31.8206,117.2272,华东,,,,246682.24,2.96,8673.4,38.0,120332801,0.387,20.5,62245.6,23296.8,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,福建,26.0745,119.2965,华东,,,,271566.85,3.26,9548.4,35.4,132471636,0.207,20.5,51178.5,31862.2,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,江西,28.6829,115.858,华东,,,,229371.21,2.75,8064.8,63.1,111888393,0.244,20.5,56848.7,28480.0,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,山东,36.6516,117.1201,华东,,,,187175.56,2.24,6581.2,37.7,91305151,0.339,20.5,43707.7,23098.8,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,河南,34.7466,113.6254,华中,,,,670802.59,8.04,23585.7,55.0,327220774,0.321,20.5,42627.3,21263.4,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,湖北,30.5928,114.3055,华中,,,,262911.34,3.15,9244.1,29.9,128249432,0.364,20.5,55983.2,24182.0,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,湖南,28.2282,112.9388,华中,,,,407891.25,4.89,14341.6,32.4,198971342,0.303,20.5,59455.0,26379.4,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,广东,23.1291,113.2644,华南,,,,212060.17,2.54,7456.1,37.2,103443986,0.267,20.5,62152.9,28688.3,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,广西,22.817,108.3665,华南,,,,178520.04,2.14,6276.8,55.0,87082948,0.337,20.5,50619.4,27601.6,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,海南,20.044,110.3508,华南,,,,12983.28,0.16,456.5,36.8,6333305,0.333,20.5,63386.9,21214.0,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,重庆,29.4316,106.9123,西南,,,,357040.09,4.28,12553.7,31.7,174165896,0.244,20.5,60916.9,27934.3,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,四川,30.5728,104.0668,西南,,,,1469274.06,17.62,51660.2,33.0,716719051,0.316,20.5,59000.0,29696.4,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,贵州,26.6477,106.6302,西南,,,,518249.1,6.21,18221.8,34.2,252804437,0.213,20.5,52802.7,21336.0,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,云南,25.0389,102.7183,西南,,,,798471.47,9.58,28074.6,18.3,389498277,0.204,20.5,47349.8,23630.0,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,西藏,29.65,91.1,西南,,,,3245.82,0.04,114.1,30.9,1583326,0.341,20.5,63683.5,28015.2,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,陕西,34.3416,108.9398,西北,,,,238026.72,2.85,8369.1,40.0,116110597,0.346,20.5,58478.6,23888.4,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,甘肃,36.0613,103.834,西北,,,,220715.69,2.65,7760.4,18.3,107666190,0.31,20.5,52061.9,29045.4,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,青海,36.6173,101.7782,西北,,,,4327.76,0.05,152.2,39.6,2111101,0.225,20.5,55713.5,28819.6,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,宁夏,38.472,106.2589,西北,,,,5409.7,0.06,190.2,35.1,2638877,0.212,20.5,48165.2,24749.7,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2005,新疆,43.7928,87.617,西北,,,,68162.2,0.82,2396.6,37.0,33249852,0.326,20.5,47587.8,29614.6,8000.0,3200.0,0,148.0,0.6,4.0,12.0,3.0,70.0,30.0,110.0,22.0,8000.0,10.0,12.0,province_panel_simulation
province_year,2006,北京,39.9042,116.4074,华北,,,,8828.74,0.1,351.4,37.3,4204161,0.338,21.0,68555.7,30341.4,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,天津,39.1252,117.1908,华北,,,,5517.96,0.07,219.6,39.3,2627600,0.244,21.0,51581.7,36558.7,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,河北,38.0455,114.502,华北,,,,139052.64,1.64,5535.0,38.7,66215545,0.274,21.0,74598.7,31933.4,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,山西,37.8706,112.5489,华北,,,,121395.17,1.43,4832.2,40.3,57807221,0.259,21.0,46884.1,27554.3,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,内蒙古,40.8422,111.7498,华北,,,,51868.84,0.61,2064.7,42.9,24699449,0.29,21.0,66700.9,25212.7,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,辽宁,41.8057,123.4315,东北,,,,112566.43,1.33,4480.7,40.4,53603060,0.335,21.0,55557.6,32534.1,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,吉林,43.8961,125.3265,东北,,,,94908.95,1.12,3777.9,47.2,45194737,0.342,21.0,61469.1,25741.6,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,黑龙江,45.8038,126.535,东北,,,,60697.58,0.72,2416.1,35.7,28903610,0.28,21.0,59508.9,23579.5,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,上海,31.2304,121.4737,华东,,,,6621.55,0.08,263.6,45.7,3153121,0.333,21.0,56365.3,23938.5,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,江苏,32.0603,118.7969,华东,,,,146777.79,1.73,5842.5,43.8,69894186,0.37,21.0,65198.8,29731.3,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,浙江,30.2741,120.1551,华东,,,,1394940.82,16.45,55525.9,51.4,664257532,0.42,21.0,74326.1,25807.2,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,安徽,31.8206,117.2272,华东,,,,251619.07,2.97,10015.7,40.4,119818605,0.354,21.0,72305.1,29722.0,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,福建,26.0745,119.2965,华东,,,,277001.7,3.27,11026.1,44.3,131905570,0.259,21.0,49953.7,33892.1,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,江西,28.6829,115.858,华东,,,,233961.59,2.76,9312.9,55.3,111410282,0.336,21.0,57967.9,34344.1,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,山东,36.6516,117.1201,华东,,,,190921.49,2.25,7599.7,37.2,90914994,0.242,21.0,60709.8,36983.8,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,河南,34.7466,113.6254,华中,,,,684227.3,8.07,27235.8,57.4,325822523,0.318,21.0,59035.7,27307.8,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,湖北,30.5928,114.3055,华中,,,,268172.96,3.16,10674.7,40.4,127701408,0.377,21.0,56154.0,26962.3,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,湖南,28.2282,112.9388,华中,,,,416054.34,4.91,16561.1,36.1,198121115,0.301,21.0,60185.6,25656.7,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,广东,23.1291,113.2644,华南,,,,216304.11,2.55,8610.0,43.1,103001959,0.154,21.0,66171.7,32637.4,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,广西,22.817,108.3665,华南,,,,182092.75,2.15,7248.2,66.4,86710832,0.255,21.0,63366.9,34347.1,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,海南,20.044,110.3508,华南,,,,13243.11,0.16,527.1,45.5,6306242,0.271,21.0,41671.6,29633.9,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,重庆,29.4316,106.9123,西南,,,,364185.5,4.29,14496.5,40.9,173421665,0.326,21.0,70654.5,28716.5,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,四川,30.5728,104.0668,西南,,,,1498678.51,17.67,59655.2,40.1,713656431,0.365,21.0,65401.0,28267.7,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,贵州,26.6477,106.6302,西南,,,,528620.77,6.23,21041.9,32.9,251724175,0.168,21.0,56643.8,36544.2,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,云南,25.0389,102.7183,西南,,,,814451.21,9.6,32419.4,26.6,387833907,0.237,21.0,62887.3,34806.1,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,西藏,29.65,91.1,西南,,,,3310.78,0.04,131.8,44.0,1576560,0.325,21.0,53545.9,26886.6,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,陕西,34.3416,108.9398,西北,,,,242790.33,2.86,9664.3,42.4,115614443,0.31,21.0,70591.9,22731.3,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,甘肃,36.0613,103.834,西北,,,,225132.85,2.65,8961.5,21.3,107206120,0.291,21.0,72272.6,36961.9,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,青海,36.6173,101.7782,西北,,,,4414.37,0.05,175.7,42.7,2102080,0.262,21.0,43798.1,31579.5,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,宁夏,38.472,106.2589,西北,,,,5517.96,0.07,219.6,44.2,2627600,0.264,21.0,64416.3,35570.7,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2006,新疆,43.7928,87.617,西北,,,,69526.32,0.82,2767.5,34.4,33107772,0.315,21.0,50546.4,27747.6,0,0,0,152.8,0.6,4.0,12.0,3.0,0,0,120.0,24.0,8500.0,11.0,13.0,province_panel_simulation
province_year,2007,北京,39.9042,116.4074,华北,,,,8951.13,0.1,369.6,36.9,4163315,0.276,21.5,64764.4,36451.1,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
province_year,2007,天津,39.1252,117.1908,华北,,,,5594.45,0.07,231.0,37.2,2602072,0.209,21.5,76162.0,33703.4,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
province_year,2007,河北,38.0455,114.502,华北,,,,140980.26,1.64,5821.4,38.1,65572214,0.332,21.5,48959.7,31182.3,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
province_year,2007,山西,37.8706,112.5489,华北,,,,123078.01,1.44,5082.2,38.3,57245584,0.235,21.5,43961.3,36643.7,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
province_year,2007,内蒙古,40.8422,111.7498,华北,,,,52587.88,0.61,2171.5,46.3,24459476,0.298,21.5,49515.1,30873.5,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
province_year,2007,辽宁,41.8057,123.4315,东北,,,,114126.88,1.33,4712.5,39.4,53082269,0.284,21.5,67493.5,30596.5,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
province_year,2007,吉林,43.8961,125.3265,东北,,,,96224.62,1.12,3973.3,52.7,44755638,0.322,21.5,51056.7,29966.6,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
province_year,2007,黑龙江,45.8038,126.535,东北,,,,61539.0,0.72,2541.1,41.1,28622792,0.233,21.5,64988.5,32989.5,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
province_year,2007,上海,31.2304,121.4737,华东,,,,6713.35,0.08,277.2,47.4,3122486,0.241,21.5,80165.6,34315.9,0,0,0,156.3,0.6,4.0,12.0,3.0,0,0,130.0,26.0,9000.0,12.0,14.0,province_panel_simulation
